E_mean,E_std,Score_mean,Score_std,MLE_mean,MLE_std,Color_R,Color_G,Color_B,Color_Index,Display_Pattern
1.78742443072566,0.638278261064027,2.79166666666667,0.977745322409142,2.58239173913352,1.01999379291936,0.401094931070418,0.390402214574587,0.925331434152219,3,4
0.928612487194776,0.538848572602743,4.20833333333333,0.749412915761304,4.52710736470154,0.991922996359459,0.401094931070418,0.390402214574587,0.925331434152219,3,5
2.4888918538102,1.20482180898747,2.73611111111111,0.964044525234892,2.74656918276293,0.992733738956621,0.401094931070418,0.390402214574587,0.925331434152219,3,6
1.19626215332795,0.653256122716228,4.18055555555556,0.810605562003987,4.38380585963474,0.870902928138239,0.546452522897316,0.446983068547203,0.179208556161327,4,1
2.82828688888677,2.02238469231895,2.86111111111111,1.09165277918271,2.81760260641806,1.0600565151094,0.546452522897316,0.446983068547203,0.179208556161327,4,2
1.00357339736525,0.550082825520524,3.77777777777778,0.952716238767816,3.75403697207754,0.968947953345103,0.546452522897316,0.446983068547203,0.179208556161327,4,3
1.95742377282991,1.47621719652407,2.97222222222222,1.08734360665607,2.76471870781801,1.0083920529028,0.546452522897316,0.446983068547203,0.179208556161327,4,4
1.36819081023097,1.04415752525369,4,0.822226451793038,3.48736287052165,0.942098549091904,0.546452522897316,0.446983068547203,0.179208556161327,4,5
3.31019095924278,2.52268863885402,2.44444444444444,0.932796626369266,2.94574598550956,1.16679330597467,0.546452522897316,0.446983068547203,0.179208556161327,4,6
0.788164975820911,0.512905379067062,3.97222222222222,0.978245371192617,4.03033195263915,0.935363660752931,0.105631919357415,0.516306195948438,0.443577353370562,5,1
2.99256450014237,1.87062056548739,2.84722222222222,1.00224708407028,2.69845544666101,1.00516013068895,0.105631919357415,0.516306195948438,0.443577353370562,5,2
2.4044755628531,1.39196205712927,2.76388888888889,0.956711732756066,3.67693814114838,1.05810062217037,0.105631919357415,0.516306195948438,0.443577353370562,5,4
0.797467764133195,0.166161376837158,3.90277777777778,0.980941229840313,3.93260610409014,1.00402727155373,0.776429069281906,0.278717931099528,0.552198081767496,6,1
1.21512039464733,0.667268646065206,3.13888888888889,0.983032897527485,3.41835404067481,1.05215839957591,0.776429069281906,0.278717931099528,0.552198081767496,6,2
0.593236083224935,0.172686458607033,3.91666666666667,0.834974908959275,3.64358279410348,0.988976502246628,0.776429069281906,0.278717931099528,0.552198081767496,6,3
1.35094742128522,0.496898465656537,3.15277777777778,1.00224708407028,3.23504670049768,1.05992519032578,0.776429069281906,0.278717931099528,0.552198081767496,6,4
0.726475480348571,0.369238066660577,4.18055555555556,0.844641583940084,4.00802922235786,0.936495613760591,0.776429069281906,0.278717931099528,0.552198081767496,6,5
1.61829887510189,0.790236535130384,3.04166666666667,0.846492348326107,2.44223417700806,1.1800613231579,0.776429069281906,0.278717931099528,0.552198081767496,6,6
0.745169742853615,0.296371290906334,4.15277777777778,0.898507717794253,4.3988805815716,0.861128687012671,0.802521406171559,0.303710501938592,0.307314428162636,7,1
1.56361596399491,1.03321382884124,2.43055555555556,1.0983520163407,2.52401837420677,0.979398536359542,0.802521406171559,0.303710501938592,0.307314428162636,7,2
0.833521607070096,0.181305170658063,4.125,0.977745322409142,3.51416113427882,0.913058452795476,0.802521406171559,0.303710501938592,0.307314428162636,7,3
1.30935735876074,0.699221042221543,2.31944444444444,1.13617084721146,2.78256038722972,1.07392118110599,0.802521406171559,0.303710501938592,0.307314428162636,7,4
0.860753684553321,0.590754562569604,4.01388888888889,0.956711732756066,3.63397775531115,0.93799026302375,0.802521406171559,0.303710501938592,0.307314428162636,7,5
1.99219049894746,1.23155905162827,2.27777777777778,0.937816196025312,1.43195009841251,1.01663272283577,0.802521406171559,0.303710501938592,0.307314428162636,7,6
0.7289164213995,0.572742987008341,4.19444444444444,0.724595834676596,5.29369602705028,1.03877327253263,0.164598678338885,0.53312695781618,0.234835011409416,8,1
2.51248082797431,1.83610291987513,2.80555555555556,0.86625125472159,2.27487424421899,1.14654245128364,0.164598678338885,0.53312695781618,0.234835011409416,8,2
0.848661032927952,0.0765463435636466,4.06944444444444,0.827798520919376,4.53212219613322,0.973433155672761,0.164598678338885,0.53312695781618,0.234835011409416,8,3
1.92084754404611,1.24349678967808,2.84722222222222,0.988094228018198,2.92016378979136,1.06517277898233,0.164598678338885,0.53312695781618,0.234835011409416,8,4
1.14943688569795,0.536662800316098,4.19444444444444,0.762480918974165,4.05537819921888,0.974376234525003,0.164598678338885,0.53312695781618,0.234835011409416,8,5
2.87273999726698,1.77546337906215,2.61111111111111,0.957631402457854,2.86337388169894,1.02217482201249,0.164598678338885,0.53312695781618,0.234835011409416,8,6
0.870065274284955,0.595486253357027,4.30555555555556,0.780734376010301,3.93311731326807,0.958747456360711,0.438180746876863,0.428048629013695,0.737215732666223,9,1
3.25944584727235,1.36199106669052,2.52777777777778,0.9340540476901,2.78914514623044,0.974889795484561,0.438180746876863,0.428048629013695,0.737215732666223,9,2
0.599446684252248,0.300260940330983,4.09722222222222,0.790074380920266,4.05348624903159,0.959707748362846,0.438180746876863,0.428048629013695,0.737215732666223,9,3
2.6344640804195,0.795995395285853,2.63888888888889,1.09165277918271,3.0511555187186,1.07051366011572,0.438180746876863,0.428048629013695,0.737215732666223,9,4
1.12701485904254,0.666130522300942,4.05555555555556,0.767085005276999,3.68799423717694,0.944498732034969,0.438180746876863,0.428048629013695,0.737215732666223,9,5
3.27578638786504,1.46931539587347,2.63888888888889,0.908575042139475,3.5117367102689,1.0383401418504,0.438180746876863,0.428048629013695,0.737215732666223,9,6
13.2381835196771,2.84863974197235,1.51388888888889,0.750456303549231,3.85867261542131,1.15745639669287,0.476393618481344,0.452410664585324,0.328505376494754,10,1
12.7264503256418,5.19145880199553,1.59722222222222,0.725000674545043,1.78958235397965,0.917623731173324,0.476393618481344,0.452410664585324,0.328505376494754,10,2
12.2513250980475,1.24586287329596,1.63888888888889,0.827443978028853,2.08441723700588,0.946303768471545,0.476393618481344,0.452410664585324,0.328505376494754,10,3
3.90198881122447,1.52802244925579,2.63888888888889,1.05223512013419,2.62876742315083,1.04846259928725,0.476393618481344,0.452410664585324,0.328505376494754,10,4
2.29382631913856,1.7639165891361,4.01388888888889,0.941874899075566,4.08244657591682,0.929073012522766,0.476393618481344,0.452410664585324,0.328505376494754,10,5
5.79288529316101,3.33139739450179,2.44444444444444,0.886342204745077,1.28541086384592,1.07390197954758,0.476393618481344,0.452410664585324,0.328505376494754,10,6
1.19216490907822,0.880095295840191,4.15277777777778,0.882693097770301,4.01816923037491,0.925679397770273,0.171253063216373,0.164501575321718,0.159014118655082,11,1
2.97175109984066,1.9983237120575,2.83333333333333,1.04813718057121,2.93021013560963,1.07161955853945,0.171253063216373,0.164501575321718,0.159014118655082,11,2
0.318806699165035,0.164087491171558,4.06944444444444,0.983331343994168,4.01181210048154,0.93531706282776,0.171253063216373,0.164501575321718,0.159014118655082,11,3
1.96416074058344,1.10680030152159,2.83333333333333,1.04813718057121,2.35041578890866,1.00307961870614,0.171253063216373,0.164501575321718,0.159014118655082,11,4
1.18947533667739,0.885584664661464,4.33333333333333,0.750586625040802,5.67270550379308,1.20677942383504,0.171253063216373,0.164501575321718,0.159014118655082,11,5
3.06267765363047,1.98908893535391,2.56944444444444,1.00458650857362,2.54588570874218,1.04688281634903,0.171253063216373,0.164501575321718,0.159014118655082,11,6
