E_mean,E_std,Score_mean,Score_std,MLE_mean,MLE_std,Color_R,Color_G,Color_B,Color_Index,Display_Pattern
0.862447327444704,0.15061316698647,4.25,0.884132422686257,4.71936523854079,0.889952746116492,0.913920131629879,0.192351904568624,0.219713559126141,1,1
1.7849805810727,1.03177302264444,2.84722222222222,1.14645469708007,3.09343263280005,1.06214470804346,0.913920131629879,0.192351904568624,0.219713559126141,1,2
0.842669156621695,0.159349083378972,4.20833333333333,0.803820104602628,3.85246283845801,0.887789084501687,0.913920131629879,0.192351904568624,0.219713559126141,1,3
1.81115927108994,0.847744267408496,2.58333333333333,1.05816742997465,2.56363113462084,1.06637376063692,0.913920131629879,0.192351904568624,0.219713559126141,1,4
1.04781361754558,0.414162224158136,4.13888888888889,0.923946763230033,4.03202086388567,0.93153066035727,0.913920131629879,0.192351904568624,0.219713559126141,1,5
2.14775439933177,1.21251231752942,2.58333333333333,1.07139503636318,2.73223398999271,1.08881069491542,0.913920131629879,0.192351904568624,0.219713559126141,1,6
0.602642310054774,0.469940858146759,4.20833333333333,0.838131725167586,3.98555278060491,0.98364413277395,0.0217393754603993,0.547812302771383,0.137074696638234,2,1
1.9508399173137,1.41006978054631,3.31944444444444,1.0983520163407,2.68286903273214,1.13780998954376,0.0217393754603993,0.547812302771383,0.137074696638234,2,2
1.39375742785606,0.937304622174799,3.38888888888889,1.02854410376801,2.25837017569437,1.08731455382921,0.0217393754603993,0.547812302771383,0.137074696638234,2,4
0.583976931367524,0.342682076261056,4.31944444444444,0.784109594396752,4.85338279001886,1.03724249943864,0.401094931070418,0.390402214574587,0.925331434152219,3,1
2.16890924033939,0.94189876900061,2.52777777777778,1.020524888728,3.00662378282376,1.0526628836433,0.401094931070418,0.390402214574587,0.925331434152219,3,2
0.533739345030649,0.355287012482191,4.13888888888889,0.877023704941739,3.82922803965659,1.0210223143213,0.401094931070418,0.390402214574587,0.925331434152219,3,3
