Observer,ColorIndex,Display1,Display2,MatchingScore
junwoo_test,9,1,3,3
junwoo_test,9,1,4,4
junwoo_test,9,1,4,2
junwoo_test,9,2,3,2
junwoo_test,9,2,3,3
junwoo_test,9,2,4,3
junwoo_test,9,2,4,4
junwoo_test,9,3,4,2
junwoo_test,9,3,4,2
junwoo_test,10,1,2,2
junwoo_test,10,1,2,3
junwoo_test,10,1,3,2
junwoo_test,10,1,3,3
junwoo_test,10,1,4,3
junwoo_test,10,1,4,3
junwoo_test,10,2,3,1
junwoo_test,10,2,3,2
junwoo_test,10,2,4,4
junwoo_test,10,2,4,3
junwoo_test,10,3,4,2
junwoo_test,10,3,4,2
junwoo_test,11,1,2,4
junwoo_test,11,1,2,3
junwoo_test,11,1,3,2
junwoo_test,11,1,3,2
junwoo_test,11,1,4,2
junwoo_test,11,1,4,3
junwoo_test,11,2,3,3
junwoo_test,11,2,3,2
junwoo_test,11,2,4,3
junwoo_test,11,2,4,2
junwoo_test,11,3,4,2
junwoo_test,11,3,4,2
rwn,1,1,2,4
rwn,1,1,2,5
rwn,1,1,3,2
rwn,1,1,3,2
rwn,1,1,4,5
rwn,1,1,4,5
rwn,1,2,3,3
rwn,1,2,3,2
rwn,1,2,4,3
rwn,1,2,4,5
rwn,1,3,4,3
rwn,1,3,4,2
rwn,2,1,2,3
rwn,2,1,2,4
rwn,2,1,3,4
rwn,2,1,3,3
rwn,2,1,4,0
rwn,2,1,4,0
rwn,2,2,3,4
rwn,2,2,3,4
rwn,2,2,4,0
rwn,2,2,4,0
rwn,2,3,4,0
rwn,2,3,4,0
rwn,3,1,2,5
rwn,3,1,2,5
rwn,3,1,3,3
rwn,3,1,3,2
rwn,3,1,4,5
rwn,3,1,4,5
rwn,3,2,3,3
rwn,3,2,3,2
rwn,3,2,4,4
rwn,3,2,4,5
rwn,3,3,4,4
rwn,3,3,4,1
rwn,4,1,2,4
rwn,4,1,2,3
rwn,4,1,3,3
rwn,4,1,3,2
rwn,4,1,4,4
rwn,4,1,4,5
rwn,4,2,3,2
rwn,4,2,3,2
rwn,4,2,4,4
rwn,4,2,4,4
rwn,4,3,4,2
rwn,4,3,4,2
rwn,5,1,2,5
rwn,5,1,2,5
rwn,5,1,3,2
rwn,5,1,3,2
rwn,5,1,4,0
rwn,5,1,4,0
rwn,5,2,3,3
rwn,5,2,3,2
rwn,5,2,4,0
rwn,5,2,4,0
rwn,5,3,4,0
rwn,5,3,4,0
rwn,6,1,2,5
rwn,6,1,2,4
rwn,6,1,3,3
rwn,6,1,3,2
rwn,6,1,4,4
rwn,6,1,4,5
rwn,6,2,3,4
rwn,6,2,3,2
rwn,6,2,4,5
rwn,6,2,4,3
rwn,6,3,4,3
rwn,6,3,4,3
rwn,7,1,2,2
rwn,7,1,2,5
rwn,7,1,3,3
rwn,7,1,3,1
rwn,7,1,4,5
rwn,7,1,4,5
rwn,7,2,3,2
rwn,7,2,3,2
rwn,7,2,4,4
rwn,7,2,4,4
rwn,7,3,4,2
rwn,7,3,4,2
rwn,8,1,2,5
rwn,8,1,2,5
rwn,8,1,3,3
rwn,8,1,3,3
rwn,8,1,4,5
rwn,8,1,4,5
rwn,8,2,3,3
rwn,8,2,3,3
rwn,8,2,4,5
rwn,8,2,4,5
rwn,8,3,4,3
rwn,8,3,4,4
rwn,9,1,2,4
rwn,9,1,2,5
rwn,9,1,3,3
rwn,9,1,3,3
rwn,9,1,4,5
rwn,9,1,4,5
rwn,9,2,3,4
rwn,9,2,3,3
rwn,9,2,4,4
rwn,9,2,4,3
rwn,9,3,4,3
rwn,9,3,4,3
rwn,10,1,2,1
rwn,10,1,2,1
rwn,10,1,3,2
rwn,10,1,3,1
rwn,10,1,4,2
rwn,10,1,4,2
rwn,10,2,3,2
rwn,10,2,3,3
rwn,10,2,4,3
rwn,10,2,4,4
rwn,10,3,4,3
rwn,10,3,4,3
rwn,11,1,2,4
rwn,11,1,2,5
rwn,11,1,3,3
rwn,11,1,3,3
rwn,11,1,4,5
rwn,11,1,4,5
rwn,11,2,3,4
rwn,11,2,3,3
rwn,11,2,4,4
rwn,11,2,4,4
rwn,11,3,4,3
rwn,11,3,4,3
